style_id,name,gender,master_category,sub_category,article_type,component_type,color,season,usage
18495,puma men fashion cat white slipper,Men,Footwear,Sandal,Sandals,Footwear,White,Fall,Casual
8110,fastrack men economy 2 analg black watch,Men,Accessories,Watches,Watches,Accessories,Black,Winter,Casual
19547,united colors of benetton men solid blue sweatshirt,Men,Apparel,Topwear,Sweatshirts,Top,Blue,Fall,Casual
7964,puma men's large logo graphic black t-shirt,Men,Apparel,Topwear,Tshirts,Top,Black,Fall,Sports
36934,giorgio armani women idole perfume,Women,Personal Care,Fragrance,Perfume and Body Mist,Accessories,Gold,Spring,Casual
39140,aneri women black & maroon salwar suit,Women,Apparel,Apparel Set,Kurta Sets,Top,Black,Summer,Ethnic
20851,spice art women ribbon embroidery red clutch,Women,Accessories,Bags,Clutches,Accessories,Red,Winter,Casual
41866,estd. 1977 men beige & green sandals,Men,Footwear,Sandal,Sandals,Footwear,Beige,Fall,Casual
58177,rocky s women brown handbag,Women,Accessories,Bags,Handbags,Accessories,Brown,Summer,Casual
44528,coolers men black sandals,Men,Footwear,Sandal,Sandals,Footwear,Black,Summer,Casual
16392,levis men check red shirts,Men,Apparel,Topwear,Shirts,Top,Red,Fall,Casual
50587,chromozome men grey briefs,Men,Apparel,Innerwear,Briefs,Bottom,Grey,Summer,Casual
17240,u.s. polo assn. men stripes black  polo tshirt,Men,Apparel,Topwear,Tshirts,Top,Black,Fall,Casual
47530,portia women copper-toned & brown sandals,Women,Footwear,Shoes,Flats,Footwear,Copper,Winter,Casual
6617,spykar men black and white check shirt,Men,Apparel,Topwear,Shirts,Top,Black,Summer,Casual
12732,nike unisex swoosh black backpack,Unisex,Accessories,Bags,Backpacks,Accessories,Black,Fall,Sports
3365,myntra men's brain black t-shirt,Men,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
42042,nike men air relentless 2 msl white sports shoes,Men,Footwear,Shoes,Sports Shoes,Footwear,White,Summer,Sports
23849,adidas men black anzo breeze casual shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Black,Fall,Casual
43190,fastrack women white dial watch,Women,Accessories,Watches,Watches,Accessories,White,Winter,Casual
48578,revv men steel bracelet,Men,Accessories,Jewellery,Bracelet,Accessories,Steel,Summer,Casual
18208,manchester united men solid white cap,Men,Accessories,Headwear,Caps,Accessories,White,Fall,Casual
54127,rocia women black heels,Women,Footwear,Shoes,Heels,Footwear,Black,Winter,Casual
10065,puma men ducati logo tee yellow tshirts,Men,Apparel,Topwear,Tshirts,Top,Yellow,Fall,Casual
24250,numero uno men white casual shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,White,Fall,Casual
32335,q&q men silver-toned dial analogue watch q252j404y,Men,Accessories,Watches,Watches,Accessories,Silver,Winter,Casual
25382,levis men white innerwear vest,Men,Apparel,Innerwear,Innerwear Vests,Top,White,Summer,Casual
56670,maxima men black dial watch,Men,Accessories,Watches,Watches,Accessories,Black,Winter,Casual
5092,wrangler men's minstrel shoulder loop purple t-shirt,Men,Apparel,Topwear,Tshirts,Top,Purple,Summer,Casual
10859,wrangler men furious rides navy blue t-shirts,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Fall,Casual
59638,fnf green wedding collection sari,Women,Apparel,Saree,Sarees,Top,Green,Fall,Ethnic
15517,rockport men llandro red casual shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Red,Fall,Casual
4140,skechers women green shoe,Women,Footwear,Shoes,Casual Shoes,Footwear,Green,Winter,Casual
36795,maxima men ssteele silver dial watch,Men,Accessories,Watches,Watches,Accessories,Silver,Winter,Casual
40527,titan men gold dial watch,Men,Accessories,Watches,Watches,Accessories,Gold,Winter,Casual
10257,john miller men solid type black trousers,Men,Apparel,Bottomwear,Trousers,Bottom,Black,Fall,Formal
24062,locomotive men navy blue printed t-shirt,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Summer,Casual
45869,maxima men brown dial watch,Men,Accessories,Watches,Watches,Accessories,Brown,Winter,Casual
11385,united colors of benetton women light winter black sweatshirts,Women,Apparel,Topwear,Sweatshirts,Top,Black,Fall,Casual
53130,catwalk women brown sandals,Women,Footwear,Shoes,Flats,Footwear,Brown,Winter,Casual
44187,nike fragrances women 5th element perfume 150 ml,Women,Personal Care,Fragrance,Perfume and Body Mist,Accessories,White,Spring,Casual
21510,kiara women graphiti white handbag,Women,Accessories,Bags,Handbags,Accessories,White,Winter,Casual
51667,louis philippe men grey sunglasses,Men,Accessories,Eyewear,Sunglasses,Accessories,Grey,Winter,Casual
22395,mark taylor men striped blue shirt,Men,Apparel,Topwear,Shirts,Top,Blue,Fall,Casual
35322,fabindia women anusuya silver earrings,Women,Accessories,Jewellery,Earrings,Accessories,Silver,Winter,Ethnic
6425,lotto unisex canvas black check shoe,Unisex,Footwear,Shoes,Casual Shoes,Footwear,Black,Summer,Casual
18806,peter england men casual tan belt,Men,Accessories,Belts,Belts,Accessories,Tan,Summer,Casual
23247,arrow men formal black shoe,Men,Footwear,Shoes,Formal Shoes,Footwear,Black,Fall,Formal
17072,lino perros women weaved  grey belt,Women,Accessories,Belts,Belts,Accessories,Grey,Winter,Casual
31782,lee women paula blue top,Women,Apparel,Topwear,Tops,Top,Blue,Summer,Casual
42270,vans unisex black & grey classic shoes,Unisex,Footwear,Shoes,Casual Shoes,Footwear,Black,Summer,Casual
12500,united colors of benetton men short black shirts,Men,Apparel,Topwear,Shirts,Top,Black,Fall,Casual
30650,nike men printed black t-shirt,Men,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
21948,murcia women casual brown handbag,Women,Accessories,Bags,Handbags,Accessories,Brown,Winter,Casual
32563,only women directoire blue trousers,Women,Apparel,Bottomwear,Trousers,Bottom,Blue,Summer,Casual
10633,carlton london men formal brown formal shoes,Men,Footwear,Shoes,Formal Shoes,Footwear,Brown,Fall,Formal
24406,vishudh women red printed kurta,Women,Apparel,Topwear,Kurtas,Top,Red,Summer,Ethnic
4716,adidas unisex response st analogue black watch,Unisex,Accessories,Watches,Watches,Accessories,Black,Winter,Sports
21174,s.oliver women stripes beige top,Women,Apparel,Topwear,Tops,Top,Beige,Fall,Casual
15341,nike women solid pink shorts,Women,Apparel,Bottomwear,Shorts,Bottom,Pink,Fall,Sports
53554,probase multicoloured printed boxers,Men,Apparel,Innerwear,Boxers,Bottom,Multi,Summer,Casual
14293,classic polo men stripes blue tshirts,Men,Apparel,Topwear,Tshirts,Top,Blue,Fall,Casual
47366,baggit women blue bag,Women,Accessories,Bags,Handbags,Accessories,Blue,Summer,Casual
6041,ucb men's polo neck with lion logo navy blue t-shirt,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Summer,Casual
17416,lotto men atlantica black sports shoe,Men,Footwear,Shoes,Sports Shoes,Footwear,Black,Fall,Sports
9835,little miss women printed grey t-shirt,Women,Apparel,Topwear,Tshirts,Top,Grey,Fall,Casual
29319,adidas unisex chicago bulls red backpack,Unisex,Accessories,Bags,Backpacks,Accessories,Red,Summer,Casual
7193,jealous 21 women black jegging,Women,Apparel,Bottomwear,Jeans,Bottom,Black,Fall,Casual
12958,adidas men sports black sports shoes,Men,Footwear,Shoes,Sports Shoes,Footwear,Black,Fall,Sports
27283,mother earth women magenta kurta,Women,Apparel,Topwear,Kurtas,Top,Magenta,Fall,Ethnic
30234,numero uno men black flip flops,Men,Footwear,Flip Flops,Flip Flops,Footwear,Black,Summer,Casual
9009,murcia women snake print bag brown handbags,Women,Accessories,Bags,Handbags,Accessories,Brown,Winter,Casual
3533,myntra men's if you don't like navy blue t-shirt,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Summer,Casual
42614,estelle women earrings & pendant set,Women,Accessories,Jewellery,Jewellery Set,Accessories,Gold,Winter,Casual
12164,aurelia women voile orange dupatta,Women,Apparel,Topwear,Dupatta,Top,Orange,Fall,Ethnic
26351,dkny women white dial watch ny8472,Women,Accessories,Watches,Watches,Accessories,White,Winter,Casual
17624,adidas men solid navy blue track pant,Men,Apparel,Bottomwear,Track Pants,Bottom,Navy Blue,Fall,Sports
35574,gliders men esquire red flip flops,Men,Footwear,Flip Flops,Flip Flops,Footwear,Red,Summer,Casual
46086,adidas women lavender hagkok sports shoes,Women,Footwear,Shoes,Sports Shoes,Footwear,Lavender,Summer,Sports
13284,gini and jony kids boys solid black shorts,Men,Apparel,Bottomwear,Shorts,Bottom,Black,Fall,Casual
54543,f sports men white outlander sports shoes,Men,Footwear,Shoes,Sports Shoes,Footwear,White,Fall,Casual
26163,john miller men dark grey trousers,Men,Apparel,Bottomwear,Trousers,Bottom,Grey,Summer,Formal
3701,tantra women flower heart black long t-shirt,Women,Apparel,Topwear,Tshirts,Top,Black,Summer,Casual
29917,police men white dial watch pl12698js,Men,Accessories,Watches,Watches,Accessories,White,Winter,Casual
42426,aurelia women sea green kurta,Women,Apparel,Topwear,Kurtas,Top,Sea Green,Summer,Ethnic
32751,fila men liga ii black shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Black,Summer,Casual
56214,estelle women gold earrings,Women,Accessories,Jewellery,Earrings,Accessories,Gold,Winter,Casual
10401,jealous 21 women uaine purple tops,Women,Apparel,Topwear,Tops,Top,Purple,Fall,Casual
40371,tokyo talkies women navy slim fit jeans,Women,Apparel,Bottomwear,Jeans,Bottom,Navy Blue,Summer,Casual
21346,pal zileri men casual gold frame sunglasses,Men,Accessories,Eyewear,Sunglasses,Accessories,Gold,Winter,Casual
45603,arrow men black formal shoes,Men,Footwear,Shoes,Formal Shoes,Footwear,Black,Summer,Formal
4524,puma men's yugorun black white shoe,Men,Footwear,Shoes,Sports Shoes,Footwear,Black,Summer,Sports
37223,united colors of benetton women blue top,Women,Apparel,Topwear,Tops,Top,Blue,Summer,Casual
53766,puma men white and navy blue t-shirt,Men,Apparel,Topwear,Tshirts,Top,White,Summer,Casual
32597,only women black top,Women,Apparel,Topwear,Tops,Top,Black,Summer,Casual
33445,baggit women lamboo mayur black wallet,Women,Accessories,Wallets,Wallets,Accessories,Black,Summer,Casual
57100,elle women dark pink top,Women,Apparel,Topwear,Tops,Top,Pink,Summer,Casual
36137,nike women free run pink sports shoes,Women,Footwear,Shoes,Sports Shoes,Footwear,Pink,Summer,Sports
41859,estd. 1977 men black sandals,Men,Footwear,Sandal,Sandals,Footwear,Black,Summer,Casual
21180,adidas men adi cells black flip flops,Men,Footwear,Flip Flops,Flip Flops,Footwear,Black,Summer,Casual
39943,gas men brown count casual shoes,Men,Footwear,Shoes,Casual Shoes,Footwear,Brown,Summer,Casual
58148,puma unisex white cap,Unisex,Accessories,Headwear,Caps,Accessories,White,Fall,Casual
5630,adidas women's adi groove blue flip flop,Women,Footwear,Flip Flops,Flip Flops,Footwear,Blue,Summer,Casual
44517,coolers men brown pokar flip flops,Men,Footwear,Flip Flops,Flip Flops,Footwear,Brown,Summer,Casual
47392,baggit women beige bag,Women,Accessories,Bags,Handbags,Accessories,Beige,Fall,Casual
50325,aurelia women navy blue kurta,Women,Apparel,Topwear,Kurtas,Top,Navy Blue,Summer,Ethnic
8913,puma men cabana racer sketch white sports shoes,Men,Footwear,Shoes,Sports Shoes,Footwear,White,Fall,Sports
16530,locomotive men check red shirt,Men,Apparel,Topwear,Shirts,Top,Red,Fall,Casual
22705,nike men white capri ii casual shoe,Men,Footwear,Shoes,Casual Shoes,Footwear,White,Fall,Casual
7167,scullers men scul purple white shirt,Men,Apparel,Topwear,Shirts,Top,Purple,Fall,Casual
46240,fusion beats women white printed tunic,Women,Apparel,Topwear,Tunics,Top,White,Summer,Casual
27277,mother earth women blue kurta,Women,Apparel,Topwear,Kurtas,Top,Green,Fall,Ethnic
13042,inc 5 women brown heels,Women,Footwear,Shoes,Flats,Footwear,Brown,Winter,Casual
6889,forever new women stone cream jacket,Women,Apparel,Topwear,Jackets,Top,Cream,Summer,Casual
31312,w women peach kurta,Women,Apparel,Topwear,Kurtas,Top,Peach,Summer,Ethnic
12190,basics men blue slim fit checked shirt,Men,Apparel,Topwear,Shirts,Top,Blue,Fall,Casual
55657,catwalk women golden wedges,Women,Footwear,Shoes,Heels,Footwear,Gold,Winter,Casual
19578,united colors of benetton women solid purple top,Women,Apparel,Topwear,Tops,Top,Purple,Summer,Casual
27879,scullers for her women blue top,Women,Apparel,Topwear,Tops,Top,Blue,Summer,Casual
34452,rocia women copper sandals,Women,Footwear,Shoes,Flats,Footwear,Copper,Winter,Casual
6287,classic polo men's swiss yellow t-shirt,Men,Apparel,Topwear,Tshirts,Top,Yellow,Summer,Casual
7355,tantra men's black sabbath navy t-shirt,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Fall,Casual
46072,lino perros men black leather belt,Men,Accessories,Belts,Belts,Accessories,Black,Summer,Casual
22537,gas men eldorado tan casual  sandals,Men,Footwear,Sandal,Sandals,Footwear,Tan,Summer,Casual
28831,enamor women pack of 3 mid-rise bikini brief,Women,Apparel,Innerwear,Briefs,Bottom,Brown,Summer,Casual
43500,french connection men white t-shirt,Men,Apparel,Topwear,Tshirts,Top,White,Summer,Casual
2627,carlton london women wedge silver sandal,Women,Footwear,Shoes,Flats,Footwear,Silver,Fall,Casual
27045,yelloe off white fur zip clutch,Women,Accessories,Bags,Clutches,Accessories,Off White,Summer,Casual
13270,palm tree kids girls printed white tops,Women,Apparel,Topwear,Tops,Top,White,Fall,Casual
18698,hanes men grey ultimate duo dry cotton stretch bikini briefs,Men,Apparel,Innerwear,Briefs,Bottom,Grey,Summer,Casual
26197,formula 1 go men perfume,Men,Personal Care,Fragrance,Perfume and Body Mist,Accessories,Green,Spring,Casual
25712,adidas unisex blue cap,Unisex,Accessories,Headwear,Caps,Accessories,Blue,Summer,Sports
11527,united colors of benetton men olive tshirts,Men,Apparel,Topwear,Tshirts,Top,Olive,Fall,Casual
14869,united colors of benetton men solid black wallets,Men,Accessories,Wallets,Wallets,Accessories,Black,Summer,Casual
40385,tokyo talkies women yellow top,Women,Apparel,Topwear,Tops,Top,Yellow,Summer,Casual
15187,arrow sport men solid white polo tshirts,Men,Apparel,Topwear,Tshirts,Top,White,Fall,Casual
5402,kalenji ekiden 200 wn purple 2011,Women,Footwear,Shoes,Sports Shoes,Footwear,Purple,,Sports
44725,lotto women coral elegant flip flops,Women,Footwear,Flip Flops,Flip Flops,Footwear,Orange,Summer,Casual
14055,flying machine men check green shirts,Men,Apparel,Topwear,Shirts,Top,Green,Fall,Casual
20260,wrangler men applique navy blue tshirt,Men,Apparel,Topwear,Tshirts,Top,Navy Blue,Fall,Casual
7731,puma men's winglet ii grey yellow white flip flop,Men,Footwear,Flip Flops,Flip Flops,Footwear,Grey,Winter,Casual
22153,lee cooper men brown casual sandals,Men,Footwear,Sandal,Sandals,Footwear,Brown,Summer,Casual
43958,puma men olive techno ind sandal,Men,Footwear,Sandal,Sandals,Footwear,Olive,Fall,Casual
28469,urban yoga women printed pink t-shirt,Women,Apparel,Topwear,Tshirts,Top,Pink,Summer,Casual
50573,chromozome men charcoal trunk trunks,Men,Apparel,Innerwear,Trunk,Bottom,Charcoal,Summer,Casual
8779,indigo nation men club satin hot stepper navy blue shirt,Men,Apparel,Topwear,Shirts,Top,Navy Blue,Fall,Casual
3391,murcia women white with stitch bag,Women,Accessories,Bags,Handbags,Accessories,White,Winter,Casual
43164,fastrack men black watch,Men,Accessories,Watches,Watches,Accessories,Black,Winter,Casual
2243,adidas men stripe polo white polo t-shirt,Men,Apparel,Topwear,Tshirts,Top,White,Fall,Sports
27421,jockey women blue lounge pants,Women,Apparel,Loungewear and Nightwear,Lounge Pants,Bottom,Blue,Winter,Casual
33213,sepia women printed magenta top,Women,Apparel,Topwear,Tops,Top,Magenta,Summer,Casual
39729,arrow woman olive top,Women,Apparel,Topwear,Tops,Top,Olive,Summer,Casual
